label,AccX_mean,AccX_std,AccX_rms,AccX_kurtosis,AccX_skew,AccX_fft_mean,AccX_fft_std,AccX_fft_max,AccY_mean,AccY_std,AccY_rms,AccY_kurtosis,AccY_skew,AccY_fft_mean,AccY_fft_std,AccY_fft_max,AccZ_mean,AccZ_std,AccZ_rms,AccZ_kurtosis,AccZ_skew,AccZ_fft_mean,AccZ_fft_std,AccZ_fft_max
Electrical_Fault_Noise,303.655029296875,1777.0551527752255,1802.8120791758263,-0.16787322643210123,0.02502312757962581,62328.20812582531,95164.17370623868,2291420.724302879,-178.666259765625,1170.9081800081653,1184.4608893453055,-0.4671611167355012,-0.3425460796013667,34919.72750516272,66324.37307047362,1309852.797293153,16278.622802734375,2329.3277277236334,16444.431520026643,-0.052025366081004165,-0.03374073455154278,102426.96702843535,108358.04552087147,2533439.9724955554
Electrical_Fault_Noise,285.390869140625,1756.821899712434,1779.8514363558681,-0.2226341266265668,0.009275417153075102,58638.36100983423,95957.89370395945,2285477.426032768,-186.7099609375,1195.3842774030861,1209.877754227997,-0.37018068781453106,-0.40086309905895573,34063.32219870673,68522.0746083817,1886403.1954070951,16248.560546875,2315.1218495930148,16412.663069225717,-0.01480065103980488,-0.050772848866674915,98474.42300891473,110756.88745267915,2503370.1636157273
Electrical_Fault_Noise,286.86962890625,1771.8288495961426,1794.901572858523,-0.23211506165208018,0.033925035550112566,61929.02877375154,95025.2936808513,2124553.119540172,-192.586181640625,1212.966935862062,1228.1605045162116,-0.39074032644625234,-0.36358091638309387,34258.561645453585,69682.2591526866,1969539.953279057,16213.856201171875,2293.4090208869347,16375.251382783876,-0.004237352359393043,-0.04544982980764476,100464.48664158327,107056.49868047467,2292464.133116098
Electrical_Fault_Noise,299.420654296875,1776.000872652176,1801.0640821139207,-0.15914536082725217,0.03394190149221392,62356.29223730272,95065.00225667657,2007497.3056479483,-197.4072265625,1202.4837287289724,1218.5798008161105,-0.4731995477528361,-0.33716097082674995,34955.31629119041,68583.44941532811,1367661.6279125724,16210.21240234375,2312.0481972714883,16374.264960467859,-0.07768591601448271,0.008775851739605895,100723.06560563171,108445.64828511422,2090740.0967772743
Electrical_Fault_Noise,302.541015625,1775.1348402176206,1800.7317310165454,-0.14199967719344375,0.032124680976097345,63974.96253650754,93917.04403575197,1889830.6572770292,-192.688232421875,1191.113071189137,1206.598153185842,-0.42808031934423907,-0.37046598875680903,35026.88096709959,67727.16930358438,1653637.2195724463,16233.203125,2319.2420622712507,16398.041573337894,-0.10915194702115771,0.02351108396172769,102555.05403599795,107348.29081557732,2082201.3372133272
Electrical_Fault_Noise,299.573486328125,1764.2837103802326,1789.5366116466655,-0.21115689150073091,0.02441110933587125,66939.61454778479,90966.31229273173,1507226.303858721,-186.180419921875,1195.4460337656055,1209.8571685980967,-0.33946301664596756,-0.37984647899718715,37863.20255024068,66503.7961769276,1175368.3690045464,16209.4921875,2340.9439829659054,16377.657210602736,-0.13714280311882865,0.0041195311611078745,106911.87509035549,105008.45290203631,1677379.6649192956
Electrical_Fault_Noise,296.947509765625,1771.918776445734,1796.6285019104403,-0.23980184504115742,0.02524843731290248,62884.30622342995,94402.96782705029,2087930.1673309044,-195.62939453125,1201.5293137302765,1217.351038837119,-0.3763013096906289,-0.36742659165800495,36195.735755007896,67867.61497149184,1688042.7893572857,16204.1064453125,2356.619087865175,16374.575390412681,-0.1538573217810364,-0.019078656089427024,104146.66150107233,109138.99218764369,2258544.517397401
Electrical_Fault_Noise,302.7939453125,1782.47984681982,1808.0150933099865,-0.199178058689657,0.035227763349836336,62649.33698506053,95365.86140677909,2140806.6149570425,-197.82763671875,1201.6615417885168,1217.836702872467,-0.41074722069635206,-0.3618085372826145,35838.43355169603,68066.58737944039,1747769.1492731965,16226.38671875,2350.2020061239914,16395.70295583619,-0.12403693070353805,-0.02514256544365254,104612.25441536654,108124.5596160643,2286928.293479625
Electrical_Fault_Noise,313.284423828125,1781.66523967911,1808.999214066756,-0.24797676494704568,0.011412731361704655,62765.89527720457,95230.49743423454,2024806.1074769648,-186.820556640625,1183.0362211133252,1197.6963809119611,-0.3535949863001635,-0.38095308157028035,35596.91191022875,66845.48042532307,1648254.8828051097,16203.6845703125,2335.3564087259892,16371.111239313015,-0.09936604871156662,-0.018427460750167195,103829.0233543035,107561.28789170922,2157029.4312661523
Electrical_Fault_Noise,307.47412109375,1780.966922356926,1807.3138946159504,-0.24520316385493635,-0.010729447073896638,63105.95555859607,94951.29910656968,1982825.0410170455,-181.312255859375,1165.8740563791937,1179.8883207587448,-0.4371039427522754,-0.36904127128636266,35465.19953685626,65669.37544482335,1774109.052776055,16208.390380859375,2296.117950960256,16370.219191661932,-0.02825075033825941,-0.03657911516771917,102911.34123714265,104945.39866999847,2078821.7220098372
Electrical_Fault_Noise,293.20068359375,1761.8795018841922,1786.1091847979314,-0.21903892715904538,0.0029988543707737824,62149.25865764266,94119.26527803122,1885836.1537765563,-183.316650390625,1184.659043724824,1198.7585429057235,-0.44813138302472,-0.33617358683690096,35033.76659826111,67259.28122681397,1678030.0788796348,16226.48095703125,2307.532584714716,16389.73431384469,-0.017184826202585324,-0.023676096170722492,102171.55152077295,106677.32517479833,1900184.6181772023
Electrical_Fault_Noise,293.750732421875,1760.8896775961016,1785.2232211863284,-0.22157541807717962,0.017947869647731114,61406.062581443,94530.57106818887,1967832.5065758426,-186.377197265625,1197.9269651060044,1212.3388442958808,-0.4220138844796848,-0.347723462852215,34989.66970616489,68236.85131550524,1682856.8137894096,16212.3701171875,2316.989636955539,16377.099431658635,-0.06526372911318523,-0.005704729420113063,100980.11144300354,108640.256047303,2102342.72336198
Electrical_Fault_Noise,294.331298828125,1769.2543407389194,1793.5695792729534,-0.2100591704095156,0.004414319675153263,60764.51976056367,95576.90639456741,2147187.698410961,-180.199462890625,1182.9119595773134,1196.5586281236324,-0.47192698679062595,-0.3359672464610331,34620.70204651309,67347.26776456305,1745552.4458428032,16211.54443359375,2320.0590247656955,16376.71660623036,-0.07439458970273494,-0.01304480624246304,101527.46345527063,108398.68092469854,2160297.435119563
Electrical_Fault_Noise,286.032470703125,1782.6811642767582,1805.4824030612074,-0.18347977906473512,0.013643384634519034,60971.482378912166,96460.78599867332,2219998.8532744697,-180.061279296875,1180.5281336009589,1194.1812000384994,-0.4410007290604798,-0.3316906865808923,34489.26846120649,67243.16453646022,1902077.3297686407,16216.73681640625,2341.7562676466823,16384.943557719336,-0.039754545327346236,-0.029300446513135143,101719.05987080066,110117.46139376138,2380759.665045344
Electrical_Fault_Noise,292.825927734375,1780.7416761587324,1804.6572918873294,-0.2165371829954137,-0.021112281014896886,61563.141904514385,95938.05100937404,2179601.3615656635,-187.876953125,1179.9489391578022,1194.812641603342,-0.44625607744005524,-0.38441063573944523,35118.69803235619,66874.10100739928,1592199.414539868,16211.83642578125,2354.8027279995786,16381.96374626931,-0.06791634976552574,-0.04009123090077185,100385.72965153535,112452.49483693062,2404658.501477403
Electrical_Fault_Noise,298.5244140625,1778.6343533672602,1803.5124032757665,-0.21099248131830262,-0.05824080026667751,63096.747688724914,94777.3640856059,2139438.024081823,-191.86767578125,1183.158457113306,1198.6146752182026,-0.4733306119861398,-0.3726063045788178,35383.82540356271,66967.36075412383,1739793.8084329166,16209.269775390625,2354.6556933660845,16379.402616875053,-0.13436044241082623,-0.04538923219379157,102529.76348387454,110491.35136485439,2164654.884698605
Electrical_Fault_Noise,302.30322265625,1770.3650086953967,1795.9898391810034,-0.17863709449348875,-0.025026220092225927,60647.61501214171,95736.95499958,2045884.308178293,-193.01416015625,1187.0040772832206,1202.5943395458887,-0.464221281480818,-0.3350684472895356,33697.32208003084,68106.4285503025,2067767.6959827337,16211.245361328125,2353.647533202406,16381.212802345632,-0.1356931021429899,-0.056288500177868205,101417.72949510442,111426.81804896228,2059764.2214945809
Electrical_Fault_Noise,311.786865234375,1763.6903840344771,1791.037358646759,-0.25397424333864427,0.005152345446111896,61790.64792217328,94493.7007741705,2029039.3922465364,-195.127197265625,1179.5448076708562,1195.5754164485047,-0.5053365503296976,-0.31559486347359206,35874.78362180672,66442.70634285822,1817451.204397057,16204.2900390625,2323.5506474337594,16370.03064387022,-0.1364147998812344,-0.08251776844066888,101559.900007104,108674.59126834729,2060599.2304986364
Electrical_Fault_Noise,318.37060546875,1761.383567020857,1789.9251136842727,-0.21083344528181325,0.03054046837630621,62191.34739861835,94053.31633988974,1894921.296435259,-189.520751953125,1186.3105050177421,1201.353707172175,-0.492183761352992,-0.3287025961966022,36203.7805197635,66757.17385038531,1464994.4283876366,16197.58056640625,2316.9765605592406,16362.456923928092,-0.19250315529502293,-0.04070853724313871,101394.14525359249,108240.61016805473,2019157.652063739
Electrical_Fault_Noise,324.7880859375,1769.6116267657765,1799.1699781709237,-0.19215423527462194,0.05527282730860723,62589.11672706969,94421.45476974377,1814945.4549827648,-189.680908203125,1197.6685328327897,1212.5958772297593,-0.4216242181563272,-0.34573009528972865,36566.30765664781,67387.7062763485,1320811.2305975086,16195.107666015625,2358.5816668868656,16365.953067060069,-0.19045240563110521,0.011437139410840893,103796.31607229827,109592.92159774763,1942036.8797961418
Electrical_Fault_Noise,302.558349609375,1774.3133510428966,1799.9248380439174,-0.18641270626765039,0.0534597618209708,63994.11085907141,93839.02002048377,1780622.6148146144,-189.48388671875,1201.8784458373846,1216.7234451158288,-0.47342978261570146,-0.3247605158349353,36633.22328944844,67658.08983703716,1414292.790236708,16183.717041015625,2369.6887599649317,16356.28692835766,0.00522982817454043,-0.002531902601189718,103890.24157047924,110529.0953342332,1972033.0941363894
Electrical_Fault_Noise,284.915771484375,1754.365545787808,1777.3506871430552,-0.21324165191122324,0.02160728805964248,61566.0257089258,93927.69914724428,1918413.9165102683,-182.47802734375,1188.3617652314792,1202.2902792284997,-0.5425714858938928,-0.32669009310859337,35064.793016107804,67510.21081996689,1355365.7296763454,16207.02880859375,2318.6457343998313,16372.046324275969,0.0591731979631831,-0.012536126842876092,101414.07024905329,108380.30472864327,1979716.8246113805
Electrical_Fault_Noise,303.553466796875,1747.9047948747063,1774.067608393319,-0.23885126422673997,0.03569164452225739,60400.13824658312,94190.78095196102,1981667.592624362,-183.20166015625,1192.9602808954367,1206.9453509078714,-0.5121466103732062,-0.3444896149751428,35974.30743532015,67363.92686075822,1564430.0972323883,16196.383544921875,2287.821042535601,16357.1686136961,-0.08323480360626823,-0.013692539786026766,100672.1684433313,106368.19301926342,2089493.1658922918
Electrical_Fault_Noise,301.970947265625,1754.6727240544615,1780.4670234332348,-0.19352293758053207,0.04889281384807908,61374.72899327629,94073.16606173247,2173914.12171683,-190.71875,1203.9505611167267,1218.9629178998202,-0.49080861379491836,-0.3494257270922363,36085.13381684651,68101.84906296938,1550813.4438805142,16180.834228515625,2337.8404505602334,16348.849938236588,-0.09823924612307833,-0.02689450447433073,102959.58204243769,108613.49338242233,2224858.2585431444
Electrical_Fault_Noise,289.65283203125,1758.0888660751395,1781.7898933715765,-0.173751246860947,0.016383244601528978,60906.455815010224,94639.44755045375,2020197.8155557467,-189.2802734375,1202.2814813154146,1217.089882558623,-0.45653666301593576,-0.3326032200696973,35660.01553151642,68204.8130208668,1654607.2365402097,16200.70849609375,2357.8164699241934,16371.385227928942,-0.11501728404287226,-0.035628358542233396,103441.11014120531,109900.95100549333,2179707.3621139694
Electrical_Fault_Noise,290.15087890625,1746.9637985282832,1770.8952667784838,-0.2218946864196103,-0.0053809638482421734,61079.93647030617,93673.72897340987,1897231.537428653,-184.289794921875,1196.9195199183116,1211.0239740293453,-0.4413207752223922,-0.325614271195908,35803.25820144136,67739.03975030434,1683151.0131738554,16211.592529296875,2317.2969983680036,16376.373155085335,-0.167158223920997,-0.06545841745269439,103353.60904447404,106412.13436527006,1960439.6178479283
Electrical_Fault_Noise,299.28759765625,1751.4328791530131,1776.8202487277836,-0.21323384481322805,-0.03451024825200581,61601.25644283107,93671.17091780706,1819922.190488208,-187.711669921875,1197.7177420696833,1212.3380142078197,-0.4010541580348237,-0.35658599073594666,35719.69936814625,67843.54427326008,1726655.0125290712,16210.422607421875,2284.8707983821428,16370.657765542399,-0.10882240020814171,-0.04663108182539628,101644.27599712483,105171.57340805234,1885411.7714047458
Electrical_Fault_Noise,303.15283203125,1766.3372479561683,1792.1631937649925,-0.19767138979348742,-0.04139039710575857,62328.70003094919,94336.70001479312,2171594.6828321116,-186.098876953125,1187.2570971714151,1201.7538045652734,-0.3577965861798931,-0.3921826865273215,35824.357143614754,67030.25586543712,1775566.4648070387,16201.14013671875,2281.9906143442945,16361.064234748139,-0.0057973540795353,-0.056421863913510006,99690.08101774855,106779.70474295321,2111118.8765604487
Electrical_Fault_Noise,296.15771484375,1764.3769671075459,1789.059941455594,-0.2611792800962114,-0.0008619595763223464,62166.010467946675,94296.38623951518,2090233.0436795393,-184.130126953125,1181.9686846919283,1196.22484309771,-0.3860360856146725,-0.391131391162094,35808.7625386589,66654.54670639205,1783911.8880399591,16192.453125,2286.3277336408346,16353.067990775844,0.014543206932701835,-0.08764527069446414,101601.70254940078,105342.406018746,2073372.0092049278
Mechanical_and_Electrical_Fault_Noise,240.3935546875,2170.2393051231534,2183.5126980708674,-0.25120991559258465,0.09236926053338898,71365.03372013793,119198.69068770591,1836665.1304777677,-169.745849609375,2074.1302343654197,2081.0646031703004,-0.6465152921098798,0.3273852110043884,47059.244498685795,124157.37831789438,3347173.946223688,16270.765869140625,2566.911049881746,16472.00213411826,0.029267861412549223,-0.09515379122110959,113876.13867305563,118460.87894447274,1927948.0177350277
Mechanical_and_Electrical_Fault_Noise,237.95751953125,2162.13829054786,2175.1932715404137,-0.3131410137290742,0.10742817867684326,69354.20582367192,119781.03231252647,1961202.4659307227,-177.559814453125,2064.5895287449953,2072.2107542217104,-0.6601263919508393,0.35090081053300753,44617.64871541124,124406.6064218841,4016729.5686841127,16200.650390625,2520.0953350797013,16395.485768257935,0.0857237091307188,-0.08913547281219136,111048.3946561133,117021.81161856378,1949278.9202058753
Mechanical_and_Electrical_Fault_Noise,235.629150390625,2153.969837295855,2166.819594819592,-0.33432008388647816,0.13514354344947066,69466.77837124308,119102.74663164072,2212823.1094690934,-182.30224609375,2061.030967472753,2069.0777553810053,-0.6708234685607462,0.3259269581870194,42662.5533570648,124850.26122200988,4511437.667208796,16166.073486328125,2504.264228938311,16358.889671787054,0.035362260834193915,-0.07653680531976548,110300.13246552269,116327.38431075898,2070994.9685993406
Mechanical_and_Electrical_Fault_Noise,231.593994140625,2160.237304639587,2172.6161627122533,-0.30842307755457865,0.109327703709564,69785.14870468096,119383.2796181617,2194614.6333984826,-171.883056640625,2072.1287874227432,2079.245415247121,-0.6530496174300122,0.3081991948580689,45760.94426455944,124505.26080007122,2844318.9980052263,16230.143310546875,2556.3915603413247,16430.237055218462,-0.03907158885995665,-0.0584379997487801,112714.93107653322,118643.72857166518,2314100.7304048305
Mechanical_and_Electrical_Fault_Noise,221.93994140625,2176.0237603419346,2187.3126761311614,-0.3436687211764413,0.08722707442813611,70375.57788032,120214.81841242318,2044663.6752653955,-161.367431640625,2071.7055497269344,2077.9805900834763,-0.6558906193132215,0.3223318263585665,45848.61165186195,124443.08422447676,3311985.9033876345,16319.32958984375,2592.4873767478784,16523.96771542921,-0.158048914508099,-0.05346443716132516,114626.94408480004,120008.705077975,2254920.327086576
Mechanical_and_Electrical_Fault_Noise,278.6904296875,2142.9147199409636,2160.960863259458,-0.29652039277244446,0.12998742575669875,69643.66594237977,118181.81699314567,2195898.8992275614,-168.985595703125,2038.3717339386972,2045.3643825185259,-0.6413086609006919,0.3283738468252704,43943.81446608309,122865.11079382566,4315471.9822263075,16274.775390625,2577.199032357156,16477.56865765322,-0.13279596390099746,-0.03930507908510657,114579.44668272627,118698.62104455683,2265631.0615417054
Mechanical_and_Electrical_Fault_Noise,281.9296875,2128.943179252523,2147.529606124136,-0.23442873924393304,0.13879380521589044,69397.4539114692,117290.62949021038,2034137.0010313184,-179.381103515625,2033.9633999481086,2041.858147038367,-0.6047506620999057,0.3064198211296598,43512.63646096927,122719.63140495552,3387934.4656792837,16183.132080078125,2567.0870143309617,16385.47221353112,-0.14130839539290996,-0.01895904177605266,113104.91745267514,119216.62224307466,2236975.2726861285
Mechanical_and_Electrical_Fault_Noise,241.294921875,2135.630825970981,2149.2189893447703,-0.26391719990395135,0.10611944772512942,69569.28294197381,117689.27454239102,2020082.7702816697,-179.70068359375,2057.3320210133884,2065.165218661958,-0.6229936116941821,0.2878156373510744,43700.76705819577,124239.6102449888,4272748.042477636,16225.75927734375,2541.702053789192,16423.626684034894,-0.07909432778613246,-0.017354140175441467,112945.93571602865,117119.88682936787,2081324.8964260032
Mechanical_and_Electrical_Fault_Noise,238.76708984375,2145.058873607235,2158.3065802692613,-0.2689632588235882,0.11375025887032239,70420.72265541331,117885.31797993607,1955833.5265773155,-174.6875,2060.4937041125604,2067.885399954202,-0.6579792601881178,0.3133777956868356,44979.32217103694,123997.73935374642,3765475.1995805013,16287.45947265625,2482.893780100123,16475.621311400664,-0.00551199730864127,-0.01631620973848734,112805.67575705907,111973.55212187397,1902894.275884438
Mechanical_and_Electrical_Fault_Noise,260.7900390625,2179.8909131918517,2195.4352274413895,-0.25272874165245174,0.1369056645125722,71494.3023683046,119840.66596586905,1865469.973107649,-171.24072265625,2051.302603411681,2058.4376978328432,-0.6535795646035636,0.34225721498971756,43940.91622144478,123745.45014849782,3872988.539043587,16195.6337890625,2530.1039716953865,16392.07064214316,-0.11582511955997754,-0.09280188393893005,113508.64209694185,115533.11781683576,1813349.5677428264
Mechanical_and_Electrical_Fault_Noise,246.248046875,2170.631671994338,2184.5548645100876,-0.3319765095006062,0.13137964562995366,69419.24000636164,120370.97257414981,1910345.9257545914,-174.833984375,2057.776600217734,2065.190417006648,-0.6236652145063211,0.346610624890371,43768.51465213943,124245.94063651357,3393558.4769378174,16188.305908203125,2595.250581633496,16395.016735552093,-0.0837738724786048,-0.12456531327827117,112986.09995468716,121792.966203448,2000913.320378359
